,neighbourhood,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
5449,Victoria-Fraserview,999.0,1,0,,3,364,0
5450,Downtown,150.0,31,0,,3,364,0
5451,Renfrew-Collingwood,82.0,1,20,3.68,4,127,20
5452,Grandview-Woodland,210.0,3,7,1.83,1,10,7
5453,Downtown,607.0,2,1,0.37,1,129,1
5454,Strathcona,118.0,1,36,6.67,1,44,36
5455,Downtown,264.0,3,22,4.18,21,268,22
5456,Riley Park,293.0,30,2,0.47,1,147,2
5457,Mount Pleasant,127.0,30,2,0.5,1,158,2
5458,Downtown,185.0,3,29,5.47,1,145,29
5459,Downtown,175.0,2,16,3.45,1,269,16
5460,Arbutus Ridge,320.0,1,2,0.42,6,155,2
5461,Oakridge,337.0,2,2,0.73,2,156,2
5462,West Point Grey,,2,5,1.01,2,0,5
5463,Dunbar Southlands,100.0,30,1,0.33,1,160,1
5464,Marpole,135.0,2,1,0.59,1,169,1
5465,West End,,4,0,,1,0,0
5466,Downtown,123.0,2,13,2.77,3,41,13
5467,Dunbar Southlands,175.0,2,4,1.17,1,0,4
5468,West End,94.0,30,1,0.26,2,89,1
5469,Downtown,160.0,30,3,0.66,1,33,3
5470,Victoria-Fraserview,58.0,2,0,,1,69,0
5471,Grandview-Woodland,220.0,1,23,4.51,2,0,23
5472,Riley Park,143.0,3,20,3.95,1,83,20
5473,Sunset,150.0,30,1,0.29,1,365,1
5474,Downtown,177.0,2,34,6.54,1,318,34
5475,Hastings-Sunrise,129.0,30,25,4.75,1,91,25
5476,Downtown,156.0,3,22,4.85,1,17,22
5477,Kensington-Cedar Cottage,89.0,1,34,6.26,1,88,34
5478,Downtown Eastside,101.0,4,17,3.78,2,0,17
5479,Downtown,8194.0,30,0,,4,362,0
5480,Riley Park,70.0,3,6,1.38,4,331,6
5481,Kensington-Cedar Cottage,85.0,30,2,0.57,1,251,2
5482,West End,150.0,30,0,,4,93,0
5483,Renfrew-Collingwood,93.0,1,4,0.79,1,180,4
5484,Oakridge,85.0,1,16,3.02,43,129,16
5485,Marpole,156.0,3,16,3.2,4,163,16
5486,Downtown,540.0,5,0,,30,239,0
5487,Downtown,218.0,1,9,2.13,2,0,9
5488,Downtown,289.0,3,0,,1,362,0
5489,Downtown,226.0,30,1,0.23,1,52,1
5490,Downtown,65.0,30,0,,8,130,0
5491,Downtown,100.0,30,1,0.56,3,339,1
5492,Downtown,176.0,2,2,0.39,1,198,2
5493,Kitsilano,350.0,3,9,1.84,1,83,9
5494,Kitsilano,550.0,2,10,2.14,1,197,10
5495,Fairview,228.0,1,0,,1,269,0
5496,Kensington-Cedar Cottage,,2,0,,1,72,0
5497,Kitsilano,150.0,30,1,0.32,26,356,1
5498,Kitsilano,102.0,30,2,0.47,26,327,2
5499,Kitsilano,134.0,30,1,0.29,1,131,1
5500,Downtown,179.0,1,17,6.07,1,0,17
5501,Sunset,200.0,3,9,2.25,1,83,9
5502,Kensington-Cedar Cottage,153.0,1,19,3.68,1,288,19
5503,Downtown,350.0,1,20,4.41,1,235,20
5504,Riley Park,515.0,2,3,1.25,4,283,3
5505,West End,153.0,2,26,5.95,2,0,26
5506,Downtown,575.0,5,4,0.93,1,48,4
5507,Downtown,,30,0,,1,0,0
5508,Kitsilano,103.0,1,16,3.5,1,119,16
5509,Downtown,,30,0,,1,0,0
5510,Downtown,110.0,30,2,0.58,1,329,2
5511,Hastings-Sunrise,325.0,30,0,,1,179,0
5512,Downtown,1480.0,30,0,,1,270,0
5513,Mount Pleasant,106.0,2,23,5.0,1,77,23
5514,Mount Pleasant,271.0,28,4,1.01,6,249,4
5515,Oakridge,55.0,30,0,,20,173,0
5516,Downtown,160.0,30,0,,3,339,0
5517,Victoria-Fraserview,100.0,1,0,,1,350,0
5518,Kitsilano,110.0,3,0,,1,285,0
5519,Downtown,190.0,93,0,,2,0,0
5520,Sunset,300.0,2,6,1.18,1,145,6
5521,Strathcona,148.0,1,1,0.2,6,3,1
5522,Riley Park,76.0,2,28,5.6,1,73,28
5523,Kerrisdale,157.0,1,3,0.6,3,117,3
5524,Kerrisdale,162.0,1,1,0.91,3,267,1
5525,Kerrisdale,112.0,1,1,0.2,3,272,1
5526,Renfrew-Collingwood,119.0,2,9,1.8,1,172,9
5527,Downtown Eastside,166.0,1,19,4.79,2,0,19
5528,Dunbar Southlands,,1,4,0.75,2,0,4
5529,Oakridge,121.0,1,4,0.77,1,244,4
5530,Downtown,309.0,2,18,3.72,1,44,18
5531,Oakridge,200.0,1,5,0.99,1,364,5
5532,West Point Grey,135.0,1,12,3.46,1,160,12
5533,Dunbar Southlands,569.0,2,5,1.04,2,179,5
5534,Kitsilano,,1,8,1.58,2,0,8
5535,West End,145.0,30,1,1.0,37,207,1
5536,West End,218.0,3,4,1.03,1,18,4
5537,South Cambie,,30,0,,1,365,0
5538,Shaughnessy,122.0,2,2,0.73,2,364,2
5539,Downtown,189.0,3,18,3.8,21,0,18
5540,West Point Grey,175.0,2,9,1.75,1,161,9
5541,Downtown Eastside,164.0,2,21,4.34,1,0,21
5542,Grandview-Woodland,125.0,1,5,1.05,6,30,5
5543,Downtown,189.0,2,25,5.36,1,286,25
5544,Kitsilano,,30,0,,3,363,0
5545,Kitsilano,,30,0,,3,269,0
5546,Kitsilano,,30,0,,3,226,0
5547,Kitsilano,1450.0,4,1,0.22,3,158,1
5548,Hastings-Sunrise,149.0,3,4,1.67,1,40,4
5549,Sunset,210.0,1,21,4.77,1,0,21
5550,Mount Pleasant,151.0,2,16,3.33,2,0,16
5551,Downtown,350.0,2,10,2.29,1,128,10
5552,Mount Pleasant,70.0,30,3,0.8,134,339,3
5553,Fairview,82.0,30,2,0.53,26,286,2
5554,Downtown,137.0,30,0,,1,362,0
5555,Dunbar Southlands,250.0,1,12,2.48,1,0,12
5556,Downtown,388.0,2,11,2.16,1,65,11
5557,West End,95.0,45,1,0.39,1,151,1
5558,Renfrew-Collingwood,115.0,2,25,5.28,1,0,25
5559,Dunbar Southlands,158.0,2,5,1.22,2,180,5
5560,West Point Grey,395.0,3,9,1.86,1,0,9
5561,Mount Pleasant,153.0,2,14,3.39,1,363,14
5562,South Cambie,209.0,3,5,1.47,1,68,5
5563,Grandview-Woodland,140.0,90,0,,1,312,0
5564,Downtown,260.0,30,2,0.65,3,71,2
5565,Fairview,176.0,30,2,0.58,134,283,2
5566,Fairview,139.0,30,0,,134,160,0
5567,Downtown,175.0,2,20,4.55,1,261,20
5568,Fairview,141.0,30,3,0.87,134,288,3
5569,Fairview,105.0,30,0,,134,342,0
5570,Fairview,74.0,30,0,,134,345,0
5571,Sunset,274.0,28,5,1.09,1,162,5
5572,Kitsilano,108.0,30,0,,26,325,0
5573,Downtown Eastside,129.0,1,6,3.67,1,100,6
5574,Killarney,143.0,1,16,3.64,1,364,16
5575,South Cambie,194.0,1,23,4.79,1,283,23
5576,Downtown,136.0,2,11,2.28,1,76,11
5577,Fairview,500.0,180,0,,1,269,0
5578,Victoria-Fraserview,83.0,2,17,3.52,1,0,17
5579,Kensington-Cedar Cottage,94.0,1,26,5.42,2,93,26
5580,Grandview-Woodland,106.0,3,17,3.52,3,201,17
5581,Sunset,64.0,1,18,4.03,1,0,18
5582,Arbutus Ridge,115.0,1,21,4.44,4,86,21
5583,Mount Pleasant,214.0,28,0,,2,349,0
5584,Kitsilano,291.0,2,1,0.77,1,74,1
5585,Kitsilano,33.0,31,1,0.2,5,68,1
5586,West End,125.0,30,1,0.53,37,192,1
5587,Downtown,190.0,2,1,0.29,5,269,1
5588,Sunset,75.0,1,0,,10,280,0
5589,Downtown Eastside,135.0,2,11,2.48,2,0,11
5590,Downtown,112.0,30,2,0.55,1,49,2
5591,Marpole,58.0,5,8,1.89,7,106,8
5592,Kitsilano,100.0,30,3,0.7,2,40,3
5593,Hastings-Sunrise,48.0,30,1,0.33,7,345,1
5594,Hastings-Sunrise,57.0,30,2,0.58,7,277,2
5595,Dunbar Southlands,185.0,30,9,1.86,1,319,9
5596,Dunbar Southlands,106.0,2,1,0.25,2,61,1
5597,Dunbar Southlands,179.0,2,5,1.38,2,61,5
5598,Arbutus Ridge,500.0,1,0,,1,269,0
5599,Downtown,152.0,2,14,4.57,1,0,14
5600,Renfrew-Collingwood,89.0,2,11,2.29,5,65,11
5601,Mount Pleasant,177.0,1,14,3.02,3,288,14
5602,Downtown,240.0,3,2,1.28,5,237,2
5603,Kensington-Cedar Cottage,131.0,2,9,2.5,2,277,9
5604,Mount Pleasant,125.0,1,18,4.62,1,0,18
5605,Fairview,128.0,30,1,0.71,134,356,1
5606,Fairview,132.0,30,1,0.32,134,285,1
5607,Fairview,88.0,30,2,0.53,134,340,2
5608,Grandview-Woodland,92.0,30,0,,3,82,0
5609,Shaughnessy,449.0,1,8,2.07,4,90,8
5610,Downtown,144.0,30,0,,2,174,0
5611,Downtown,144.0,30,0,,2,67,0
5612,Riley Park,352.0,4,3,0.71,1,26,3
5613,Kitsilano,118.0,30,0,,3,185,0
5614,Mount Pleasant,131.0,3,14,2.92,1,253,14
5615,Oakridge,250.0,1,5,1.15,1,364,5
5616,Downtown Eastside,210.0,2,3,0.88,2,167,3
5617,Fairview,104.0,30,1,0.68,26,339,1
5618,Downtown,313.0,2,24,5.14,1,0,24
5619,Downtown,1200.0,20,0,,30,269,0
5620,Downtown,207.0,1,6,2.4,1,85,6
5621,Downtown Eastside,133.0,30,0,,1,365,0
5622,Kitsilano,800.0,3,1,0.37,1,88,1
5623,Marpole,89.0,1,0,,1,362,0
5624,Downtown,80.0,30,0,,1,85,0
5625,West Point Grey,77.0,1,6,1.29,18,258,6
5626,West End,470.0,10,0,,30,269,0
5627,Kensington-Cedar Cottage,180.0,7,0,,1,0,0
5628,Downtown,143.0,1,35,8.27,1,0,35
5629,Kitsilano,136.0,30,0,,1,252,0
5630,Marpole,65.0,30,0,,2,78,0
5631,Downtown Eastside,122.0,1,28,6.51,2,79,28
5632,Mount Pleasant,,30,0,,1,0,0
5633,West End,251.0,1,4,2.07,7,325,4
5634,Kitsilano,185.0,30,0,,1,268,0
5635,Hastings-Sunrise,269.0,1,10,2.26,1,0,10
5636,Killarney,85.0,1,19,4.38,4,90,19
5637,Kitsilano,203.0,3,4,1.58,2,0,4
5638,Mount Pleasant,253.0,30,1,0.88,6,27,1
5639,Mount Pleasant,128.0,1,33,7.23,1,51,33
5640,Arbutus Ridge,252.0,1,18,3.86,1,207,18
5641,Downtown,399.0,30,0,,2,303,0
5642,Downtown,130.0,30,1,0.4,1,326,1
5643,Renfrew-Collingwood,143.0,2,20,4.44,1,56,20
5644,Grandview-Woodland,114.0,1,37,9.02,1,0,37
5645,Renfrew-Collingwood,159.0,30,0,,1,162,0
5646,Fairview,112.0,30,1,0.33,1,0,1
5647,Sunset,175.0,30,1,0.3,2,68,1
5648,Hastings-Sunrise,100.0,30,1,0.41,1,269,1
5649,Downtown,143.0,1,7,2.92,43,0,7
5650,Fairview,150.0,90,0,,1,186,0
5651,Downtown,3552.0,30,1,1.0,134,212,1
5652,West End,600.0,6,3,0.82,1,28,3
5653,Downtown Eastside,,2,5,1.76,1,0,5
5654,Victoria-Fraserview,95.0,1,10,2.27,4,264,10
5655,Grandview-Woodland,116.0,30,0,,3,20,0
5656,Riley Park,120.0,2,10,2.19,1,14,10
5657,Downtown,120.0,30,1,0.3,3,81,1
5658,Grandview-Woodland,306.0,3,0,,1,179,0
5659,Fairview,124.0,30,2,0.57,134,312,2
5660,Fairview,130.0,30,1,0.4,134,257,1
5661,Oakridge,999.0,1,0,,1,365,0
5662,Kitsilano,45.0,31,0,,5,149,0
5663,Riley Park,383.0,1,12,3.1,1,349,12
5664,Hastings-Sunrise,210.0,2,0,,1,75,0
5665,Downtown Eastside,81.0,5,19,4.19,5,0,19
5666,Riley Park,67.0,1,24,5.9,2,254,24
5667,Dunbar Southlands,297.0,2,0,,4,66,0
5668,Mount Pleasant,118.0,30,2,0.62,134,223,2
5669,Arbutus Ridge,67.0,1,4,1.08,7,66,4
5670,Arbutus Ridge,67.0,1,3,1.25,7,58,3
5671,Sunset,70.0,1,17,4.68,4,44,17
5672,Arbutus Ridge,67.0,1,5,1.56,7,71,5
5673,Arbutus Ridge,67.0,1,2,0.48,7,37,2
5674,Kerrisdale,166.0,1,31,7.15,1,0,31
5675,Arbutus Ridge,390.0,1,0,,7,16,0
5676,Downtown,275.0,3,3,0.66,3,89,3
5677,Downtown,375.0,2,2,1.11,1,339,2
5678,Downtown,232.0,2,27,5.91,1,199,27
5679,Downtown,148.0,30,0,,8,234,0
5680,Downtown,167.0,30,0,,8,269,0
5681,Marpole,119.0,30,1,0.73,2,148,1
5682,Marpole,45.0,3,0,,7,229,0
5683,Hastings-Sunrise,104.0,2,19,4.32,1,0,19
5684,Downtown,457.0,2,9,2.05,1,61,9
5685,Sunset,197.0,1,15,3.44,4,90,15
5686,Downtown,155.0,1,27,7.04,1,255,27
5687,Mount Pleasant,300.0,2,16,3.72,1,0,16
5688,Downtown,313.0,2,19,4.35,1,234,19
5689,Downtown,144.0,30,2,0.63,2,242,2
5690,Kitsilano,100.0,30,0,,1,347,0
5691,Oakridge,291.0,1,8,2.33,1,248,8
5692,Grandview-Woodland,115.0,30,0,,1,220,0
5693,Hastings-Sunrise,264.0,1,9,2.08,1,246,9
5694,Downtown,140.0,2,20,4.44,1,60,20
5695,Downtown,104.0,31,2,0.57,4,261,2
5696,Hastings-Sunrise,147.0,2,6,1.64,2,166,6
5697,Renfrew-Collingwood,248.0,40,0,,1,344,0
5698,Mount Pleasant,132.0,1,0,,8,269,0
5699,Renfrew-Collingwood,70.0,1,11,2.77,2,364,11
5700,Mount Pleasant,190.0,3,23,5.56,1,103,23
5701,Kensington-Cedar Cottage,,2,3,0.72,1,0,3
5702,Kitsilano,175.0,3,18,4.35,5,195,18
5703,Renfrew-Collingwood,219.0,2,10,3.13,1,67,10
5704,Downtown,628.0,30,0,,30,269,0
5705,Downtown,200.0,30,1,0.54,1,159,1
5706,Downtown,165.0,2,12,2.79,1,12,12
5707,Hastings-Sunrise,500.0,3,1,0.34,1,71,1
5708,Downtown,200.0,30,1,0.81,1,221,1
5709,Dunbar Southlands,149.0,3,13,3.02,1,18,13
5710,Kitsilano,229.0,30,0,,1,77,0
5711,Fairview,170.0,1,19,4.75,1,245,19
5712,Kensington-Cedar Cottage,176.0,2,5,2.0,1,71,5
5713,Hastings-Sunrise,103.0,1,9,2.67,1,63,9
5714,Downtown,243.0,2,8,1.83,1,241,8
5715,Dunbar Southlands,,1,2,0.54,1,0,2
5716,Downtown,168.0,1,5,1.9,1,308,5
5717,Hastings-Sunrise,108.0,2,3,3.0,1,159,3
5718,Sunset,300.0,1,0,,2,41,0
5719,Marpole,130.0,1,9,2.37,6,289,9
5720,Arbutus Ridge,71.0,1,3,0.79,6,0,3
5721,Marpole,109.0,1,10,2.46,6,0,10
5722,Mount Pleasant,160.0,1,9,2.52,1,11,9
5723,Renfrew-Collingwood,73.0,1,7,2.23,2,269,7
5724,Kensington-Cedar Cottage,112.0,2,14,3.41,2,180,14
5725,South Cambie,799.0,30,0,,1,89,0
5726,Riley Park,203.0,1,3,0.82,4,288,3
5727,Kitsilano,250.0,4,8,2.35,1,196,8
5728,Hastings-Sunrise,464.0,3,1,0.29,2,16,1
5729,Sunset,97.0,2,13,3.28,1,108,13
5730,Kitsilano,35.0,14,1,0.23,5,75,1
5731,Renfrew-Collingwood,78.0,2,13,3.39,1,72,13
5732,West End,300.0,3,1,0.25,1,89,1
5733,Sunset,99.0,1,21,6.06,1,245,21
5734,Grandview-Woodland,232.0,1,8,1.95,1,89,8
5735,Marpole,107.0,1,9,2.14,6,291,9
5736,Shaughnessy,,2,0,,5,0,0
5737,West End,126.0,1,33,9.0,4,362,33
5738,Victoria-Fraserview,130.0,30,0,,9,160,0
5739,South Cambie,,3,16,3.87,1,0,16
5740,Downtown,180.0,2,1,0.33,5,269,1
5741,Downtown,125.0,30,2,0.71,1,91,2
5742,Arbutus Ridge,268.0,1,2,2.0,6,183,2
5743,Kensington-Cedar Cottage,67.0,1,9,2.57,3,67,9
5744,Oakridge,999.0,1,0,,3,269,0
5745,Renfrew-Collingwood,116.0,1,18,4.62,1,321,18
5746,West Point Grey,68.0,1,7,1.71,18,270,7
5747,Downtown Eastside,116.0,1,15,3.88,1,0,15
5748,West End,387.0,10,0,,30,241,0
5749,Downtown,104.0,30,1,0.4,4,223,1
5750,Dunbar Southlands,555.0,2,9,2.41,1,255,9
5751,Marpole,138.0,1,3,1.02,6,270,3
5752,Hastings-Sunrise,249.0,1,10,2.54,1,0,10
5753,Arbutus Ridge,156.0,1,1,0.35,3,269,1
5754,Arbutus Ridge,140.0,1,3,1.0,3,269,3
5755,Mount Pleasant,41.0,1,2,0.55,8,270,2
5756,Downtown,156.0,2,11,2.75,1,102,11
5757,Oakridge,600.0,5,0,,1,251,0
5758,Downtown,156.0,2,15,3.91,1,71,15
5759,Downtown Eastside,192.0,2,19,5.33,1,167,19
5760,Downtown,350.0,3,0,,1,162,0
5761,Downtown,104.0,3,9,2.33,1,142,9
5762,Downtown,,14,0,,1,0,0
5763,Marpole,107.0,1,8,2.2,6,0,8
5764,Kitsilano,206.0,7,2,1.67,1,61,2
5765,Arbutus Ridge,275.0,1,0,,3,179,0
5766,Grandview-Woodland,94.0,2,11,3.24,1,100,11
5767,Downtown,80.0,30,0,,1,56,0
5768,West End,128.0,30,0,,12,50,0
5769,Sunset,61.0,2,17,5.0,1,0,17
5770,Hastings-Sunrise,67.0,3,15,3.95,5,137,15
5771,Killarney,52.0,1,8,2.09,1,87,8
5772,Shaughnessy,141.0,1,6,1.76,1,85,6
5773,Downtown Eastside,219.0,3,12,3.27,1,79,12
5774,Shaughnessy,,28,5,1.34,1,0,5
5775,Sunset,,30,0,,1,269,0
5776,Renfrew-Collingwood,123.0,1,7,3.13,1,42,7
5777,Downtown,180.0,30,0,,1,11,0
5778,Downtown,350.0,1,0,,5,269,0
5779,Sunset,86.0,2,2,0.8,1,190,2
5780,Hastings-Sunrise,55.0,30,11,2.82,5,247,11
5781,Hastings-Sunrise,63.0,1,6,1.96,5,251,6
5782,Downtown,150.0,6,0,,1,34,0
5783,Hastings-Sunrise,163.0,1,19,4.91,1,125,19
5784,Sunset,76.0,1,11,4.12,1,31,11
5785,Downtown,196.0,1,7,1.89,2,73,7
5786,Downtown,124.0,1,30,7.56,1,192,30
5787,Downtown,635.0,2,9,2.29,3,344,9
5788,Hastings-Sunrise,49.0,30,4,1.03,5,240,4
5789,Hastings-Sunrise,49.0,30,12,3.53,5,242,12
5790,Arbutus Ridge,66.0,3,0,,1,170,0
5791,Riley Park,84.0,1,13,3.98,2,0,13
5792,Hastings-Sunrise,79.0,1,18,4.86,1,169,18
5793,Downtown,111.0,30,0,,1,269,0
5794,West End,76.0,30,2,0.71,3,188,2
5795,Downtown,392.0,2,7,2.26,1,139,7
5796,Oakridge,120.0,30,7,2.06,1,0,7
5797,Mount Pleasant,120.0,1,8,4.44,1,22,8
5798,Downtown,131.0,1,0,,1,346,0
5799,Downtown Eastside,210.0,3,3,0.83,1,117,3
5800,Killarney,135.0,30,0,,1,30,0
5801,Marpole,260.0,2,1,0.59,2,58,1
5802,Kensington-Cedar Cottage,21.0,30,0,,19,270,0
5803,West End,196.0,2,23,6.51,1,0,23
5804,Kensington-Cedar Cottage,41.0,1,5,1.38,19,267,5
5805,West End,207.0,30,9,2.55,2,91,9
5806,Downtown,165.0,2,2,0.6,2,264,2
5807,Sunset,288.0,1,7,2.21,1,304,7
5808,West End,146.0,1,15,3.88,4,360,15
5809,West End,124.0,30,1,1.0,12,365,1
5810,Kensington-Cedar Cottage,58.0,1,26,7.72,3,0,26
5811,Kensington-Cedar Cottage,129.0,2,0,,1,179,0
5812,Downtown,194.0,2,10,2.65,1,326,10
5813,Downtown,183.0,1,25,6.7,1,0,25
5814,Downtown,127.0,30,1,0.4,134,100,1
5815,West End,208.0,1,1,0.29,4,354,1
5816,West End,123.0,1,13,4.43,4,0,13
5817,Downtown,500.0,180,0,,1,269,0
5818,Downtown,160.0,30,2,0.69,134,127,2
5819,Victoria-Fraserview,,2,7,2.0,1,0,7
5820,Downtown,177.0,3,8,2.2,21,0,8
5821,Kerrisdale,155.0,2,0,,1,68,0
5822,Downtown,110.0,1,6,1.98,1,172,6
5823,Downtown,150.0,30,1,0.36,2,174,1
5824,Kensington-Cedar Cottage,42.0,1,4,1.08,19,265,4
5825,Mount Pleasant,117.0,30,1,0.4,1,312,1
5826,Kensington-Cedar Cottage,90.0,1,0,,19,269,0
5827,Victoria-Fraserview,83.0,2,4,1.29,3,294,4
5828,West End,150.0,30,0,,2,99,0
5829,Downtown,425.0,4,0,,30,265,0
5830,Victoria-Fraserview,288.0,1,5,1.67,1,73,5
5831,Mount Pleasant,199.0,30,0,,1,269,0
5832,Kensington-Cedar Cottage,41.0,1,2,0.55,19,262,2
5833,Riley Park,111.0,3,9,2.87,1,72,9
5834,Shaughnessy,259.0,2,4,1.12,4,90,4
5835,Downtown,120.0,30,1,0.67,1,246,1
5836,Kensington-Cedar Cottage,41.0,1,2,0.58,19,270,2
5837,Riley Park,43.0,1,4,1.07,19,0,4
5838,Kerrisdale,708.0,1,8,2.14,1,152,8
5839,Kitsilano,900.0,3,6,1.78,21,38,6
5840,Oakridge,353.0,1,0,,11,165,0
5841,Kensington-Cedar Cottage,78.0,1,0,,19,269,0
5842,Riley Park,55.0,1,2,0.63,19,270,2
5843,Oakridge,71.0,1,0,,11,168,0
5844,Oakridge,71.0,1,2,0.74,11,169,2
5845,Oakridge,71.0,1,2,0.6,11,169,2
5846,Oakridge,71.0,1,0,,11,165,0
5847,Oakridge,70.0,1,4,1.18,11,169,4
5848,Oakridge,70.0,1,1,0.3,11,165,1
5849,Kensington-Cedar Cottage,200.0,30,0,,1,269,0
5850,Mount Pleasant,,90,0,,1,263,0
5851,Kensington-Cedar Cottage,83.0,2,11,3.33,2,261,11
5852,Downtown Eastside,195.0,2,11,3.03,1,21,11
5853,Renfrew-Collingwood,129.0,2,3,1.11,1,150,3
5854,Downtown,,30,0,,1,0,0
5855,Downtown Eastside,194.0,2,7,3.23,3,12,7
5856,Kitsilano,97.0,30,2,0.8,26,200,2
5857,Victoria-Fraserview,120.0,30,0,,9,131,0
5858,Kensington-Cedar Cottage,75.0,1,2,0.63,3,253,2
5859,Renfrew-Collingwood,114.0,5,0,,1,169,0
5860,Shaughnessy,125.0,1,11,3.0,4,90,11
5861,Shaughnessy,178.0,1,6,1.71,4,71,6
5862,Victoria-Fraserview,140.0,30,0,,9,160,0
5863,Arbutus Ridge,160.0,1,2,0.59,3,179,2
5864,Arbutus Ridge,130.0,1,4,1.11,3,179,4
5865,Kitsilano,75.0,30,1,0.68,134,217,1
5866,Downtown,150.0,31,0,,1,269,0
5867,Kitsilano,104.0,30,0,,134,236,0
5868,Kitsilano,103.0,30,2,0.74,134,142,2
5869,Renfrew-Collingwood,208.0,2,4,1.09,1,271,4
5870,Kitsilano,128.0,30,0,,26,241,0
5871,Downtown,163.0,30,0,,1,124,0
5872,Marpole,50.0,1,0,,4,243,0
5873,Victoria-Fraserview,110.0,1,9,2.45,3,269,9
5874,Marpole,50.0,1,0,,4,243,0
5875,Hastings-Sunrise,189.0,2,11,3.24,1,80,11
5876,Victoria-Fraserview,72.0,1,16,6.76,6,137,16
5877,Kensington-Cedar Cottage,41.0,5,1,0.29,19,270,1
5878,Grandview-Woodland,165.0,2,12,3.53,1,161,12
5879,Renfrew-Collingwood,150.0,1,13,3.64,1,268,13
5880,Downtown,145.0,30,0,,2,86,0
5881,Dunbar Southlands,399.0,2,6,3.1,3,341,6
5882,Downtown Eastside,154.0,2,7,2.0,2,0,7
5883,Mount Pleasant,158.0,1,7,4.47,2,98,7
5884,Downtown,105.0,1,9,2.57,43,0,9
5885,Downtown,126.0,1,32,10.43,1,0,32
5886,Downtown,193.0,1,5,2.83,43,0,5
5887,Kerrisdale,71.0,3,2,0.72,17,74,2
5888,Downtown,119.0,30,1,1.0,11,266,1
5889,Downtown,162.0,3,9,2.67,5,78,9
5890,Riley Park,39.0,9,0,,19,270,0
5891,Downtown,155.0,90,13,4.38,1,0,13
5892,Kensington-Cedar Cottage,65.0,30,0,,19,270,0
5893,Hastings-Sunrise,39.0,30,0,,7,221,0
5894,Kensington-Cedar Cottage,110.0,2,3,2.73,1,215,3
5895,Kerrisdale,58.0,30,0,,2,176,0
5896,Kitsilano,560.0,2,0,,1,363,0
5897,West End,146.0,30,1,0.56,1,160,1
5898,Kerrisdale,50.0,3,2,0.65,17,69,2
5899,Downtown,150.0,30,0,,1,19,0
5900,Downtown,185.0,30,0,,42,146,0
5901,Downtown,157.0,30,1,0.83,42,265,1
5902,Sunset,298.0,2,2,0.74,8,172,2
5903,Downtown Eastside,167.0,2,3,0.88,2,159,3
5904,Downtown,96.0,2,15,4.33,1,240,15
5905,West End,193.0,30,1,1.0,134,211,1
5906,Kensington-Cedar Cottage,55.0,1,17,5.37,2,13,17
5907,Downtown,300.0,30,0,,1,269,0
5908,Downtown,136.0,1,6,2.4,43,0,6
5909,Arbutus Ridge,69.0,1,1,0.36,6,59,1
5910,Arbutus Ridge,140.0,1,1,1.0,6,189,1
5911,Downtown,97.0,30,0,,3,180,0
5912,Downtown,160.0,30,0,,42,180,0
5913,Downtown,135.0,30,1,0.68,42,161,1
5914,Fairview,120.0,30,1,0.55,26,135,1
5915,Fairview,104.0,30,1,0.7,26,210,1
5916,Downtown,127.0,2,5,1.53,1,43,5
5917,Kensington-Cedar Cottage,118.0,1,3,0.97,3,270,3
5918,Kensington-Cedar Cottage,108.0,1,2,0.65,3,270,2
5919,Dunbar Southlands,126.0,2,2,1.09,1,179,2
5920,Mount Pleasant,176.0,30,7,2.33,134,259,7
5921,Downtown,95.0,30,1,0.43,134,198,1
5922,Kensington-Cedar Cottage,71.0,9,0,,19,270,0
5923,Kensington-Cedar Cottage,43.0,1,0,,19,270,0
5924,Victoria-Fraserview,113.0,2,4,1.26,1,163,4
5925,Marpole,154.0,1,11,4.52,1,163,11
5926,Kerrisdale,140.0,3,3,0.89,2,161,3
5927,Downtown,110.0,2,2,2.0,1,159,2
5928,Renfrew-Collingwood,106.0,2,0,,1,78,0
5929,Dunbar Southlands,209.0,1,8,2.86,43,0,8
5930,Sunset,125.0,30,0,,1,32,0
5931,Downtown,219.0,3,5,4.55,1,148,5
5932,West End,126.0,1,5,4.55,1,176,5
5933,Downtown Eastside,64.0,1,15,5.11,4,0,15
5934,West Point Grey,600.0,3,5,1.81,1,155,5
5935,Downtown,410.0,31,0,,1,263,0
5936,Downtown,71.0,2,24,7.5,3,0,24
5937,Downtown Eastside,144.0,1,7,2.36,43,0,7
5938,Mount Pleasant,111.0,30,0,,10,50,0
5939,West Point Grey,215.0,2,8,2.58,1,81,8
5940,Victoria-Fraserview,499.0,1,5,2.0,1,72,5
5941,West End,118.0,30,1,0.91,1,345,1
5942,Marpole,307.0,1,4,1.28,2,159,4
5943,Hastings-Sunrise,75.0,2,12,3.71,2,87,12
5944,Downtown,146.0,2,14,4.08,1,17,14
5945,Kitsilano,68.0,2,8,2.55,2,359,8
5946,Kensington-Cedar Cottage,61.0,1,21,6.49,2,16,21
5947,Renfrew-Collingwood,328.0,1,10,2.91,2,210,10
5948,Kitsilano,161.0,30,1,0.71,1,365,1
5949,South Cambie,200.0,30,3,1.05,9,49,3
5950,Sunset,136.0,1,10,3.57,1,0,10
5951,Mount Pleasant,142.0,2,1,0.88,2,165,1
5952,Mount Pleasant,112.0,1,1,0.34,2,165,1
5953,Downtown,128.0,30,0,,1,268,0
5954,Downtown,155.0,30,0,,1,0,0
